date,open,high,low,close,volume,amount,adj_factor,vwap,turnover,mkt_cap,earnings,revenue,total_assets,op_cash_flow,total_equity,instrument
2023-01-03,13.2,13.85,13.05,13.77,219412794.0,2971546989.0,69.939165,13.543180116470328,1.130670496252104,267219493586.46,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-04,13.71,14.42,13.63,14.32,218968252.99999997,3110729449.0,69.939165,14.206303454409898,1.1283797027942053,277892748595.36,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-05,14.4,14.74,14.37,14.48,166542518.0,2417272356.0,69.939165,14.514445830583636,0.8582212005109189,280997695507.04,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-06,14.5,14.72,14.48,14.62,119574471.0,1747915169.0,69.939165,14.617795540989682,0.6161870691307673,283714524054.76,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-09,14.75,14.88,14.52,14.8,105765911.00000001,1561368487.0,69.939165,14.762492680652084,0.5450292706127514,287207589330.4,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-10,14.76,14.89,14.39,14.44,126942338.99999999,1851093717.0,69.939165,14.582161724623651,0.6541549141958093,280221458779.12,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-11,14.45,14.78,14.39,14.67,83056612.0,1217450812.0,69.939165,14.658084199244728,0.42800448868564356,284684819964.66,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-12,14.77,14.77,14.53,14.67,62569484.0,914367700.0,69.939165,14.613636577217099,0.32243092225751463,284684819964.66,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-13,14.67,14.95,14.55,14.95,94908583.0,1407181074.0,69.939165,14.8266998570614,0.48907965977222817,290118477060.1,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-16,14.95,15.28,14.85,15.08,156003989.0,2356399993.0,69.939165,15.104741924259386,0.8039144137599276,292641246425.84,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-17,15.13,15.18,14.77,14.97,93583454.0,1396151515.0,69.939165,14.918785910594837,0.48225105038845606,290506595424.06,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-18,14.95,15.18,14.91,15.11,71843403.0,1083362998.0,69.939165,15.079505601927014,0.3702209640630614,293223423971.77997,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-19,15.13,15.25,14.87,15.09,64187519.99999999,963744633.0,69.939165,15.01451735477551,0.3307689299630897,292835305607.82,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-20,15.16,15.24,15.0,15.13,60859007.99999999,920144806.0,69.939165,15.119286959130193,0.31361655590954624,293611542335.74,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-30,15.6,15.74,14.89,15.15,137431750.0,2096867649.0,69.939165,15.257519816199677,0.7082085877512461,293999660699.7,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-01-31,15.24,15.51,14.96,14.99,103049784.0,1568639326.0,69.939165,15.222150548127301,0.5310326179700903,290894713788.02,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-01,15.03,15.08,14.51,14.7,165342148.0,2426471973.0,69.939165,14.67545935716282,0.8520354949335762,285266997510.6,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-02,14.74,14.78,14.27,14.6,157790039.0,2280744883.0,69.939165,14.454302042475572,0.8131182254566651,283326405690.8,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-03,14.45,14.55,14.16,14.32,124638298.0,1782105891.0,69.939165,14.298220688154776,0.6422818090164678,277892748595.36,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-06,14.1,14.13,13.86,14.0,131761010.00000001,1838428709.0,69.939165,13.952752100185023,0.6789863245776745,271682854772.0,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-07,14.06,14.32,14.03,14.21,86946046.0,1235297763.0,69.939165,14.207635882602412,0.4480473867808194,275758097593.58,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-08,14.24,14.32,14.03,14.04,65789256.99999999,928708934.0,69.939165,14.116422290648458,0.33902294622002394,272459091499.91998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-09,14.01,14.3,13.96,14.13,83035002.0,1174361963.0,69.939165,14.142975067309566,0.4278931287736778,274205624137.74002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-10,14.1,14.12,13.86,13.98,84728366.0,1184283386.0,69.939165,13.977413254965875,0.4366193141492464,271294736408.04,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-13,13.94,13.94,13.6,13.82,180005416.0,2473405203.0,69.939165,13.740726573471544,0.9275977454477262,268189789496.36002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-14,13.85,13.98,13.8,13.96,90993709.0,1263892078.0,69.939165,13.889884167706583,0.46890566514024484,270906618044.08002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-15,13.95,13.96,13.62,13.67,125024398.0,1713566673.0,69.939165,13.705858219769233,0.6442714463144776,265278901766.66,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-16,13.68,13.91,13.5,13.6,127912329.0,1757431084.0,69.939165,13.739340826168524,0.6591534334465126,263920487492.8,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-17,13.63,13.72,13.43,13.43,91836369.0,1246777397.0,69.939165,13.576074605040189,0.4732480317953625,260621481399.13998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-20,13.5,14.15,13.49,14.15,211619117.0,2945969773.0,69.939165,13.921094723214443,1.0905083868300862,274593742501.7,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-21,14.06,14.2,13.92,14.1,99049499.0,1393153377.0,69.939165,14.065223863474564,0.5104184862978057,273623446591.8,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-22,14.0,14.12,13.94,14.02,63892239.0,895742534.0,69.939165,14.019582785320765,0.32924729802578434,272070973135.96,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-23,14.0,14.32,13.98,14.05,82449068.0,1165539851.0,69.939165,14.136483034592944,0.4248737137501811,272653150681.90002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-24,14.02,14.03,13.8,13.86,72998904.0,1012652972.0,69.939165,13.872166793079524,0.37617545224614246,268966026224.28,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-27,13.75,13.88,13.68,13.69,62146193.00000001,854854041.0,69.939165,13.75553352077415,0.3202496335719103,265667020130.62,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-02-28,13.75,13.85,13.61,13.78,60793592.00000001,833316018.0,69.939165,13.707300236511767,0.3132794564185165,267413552768.44,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-01,13.8,14.19,13.74,14.17,122345178.0,1719710647.0,69.939165,14.056219256961644,0.6304649815603368,274981860865.66,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-02,14.13,14.44,14.06,14.24,101587684.0,1447565980.0,69.939165,14.249423975449622,0.5234981743196885,276340275139.52,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-03,14.35,14.37,14.14,14.29,69095439.0,985552121.0,69.939165,14.26363498464783,0.35606025008225806,277310571049.42,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-06,14.3,14.3,13.72,13.85,145582414.0,2023954547.0,69.939165,13.902465904982177,0.7502103103566478,268771967042.3,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-07,13.85,14.1,13.65,13.69,127926629.0,1773654737.0,69.939165,13.86462498749967,0.6592271237168092,265667020130.62,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-08,13.63,13.64,13.4,13.53,109689790.99999999,1479838980.0,69.939165,13.491127720354578,0.5652496746555241,262562073218.94,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-09,13.54,13.58,13.13,13.2,173606476.0,2305765842.0,69.939165,13.281565844352489,0.8946229469713556,256158120213.59998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-10,13.0,13.27,13.0,13.14,85699610.0,1128558360.0,69.939165,13.16876891271734,0.44162429546980636,254993765121.72,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-13,13.12,13.29,13.0,13.05,100063496.0,1309490079.0,69.939165,13.086591327970392,0.5156437809138896,253247232483.90002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-14,12.99,13.0,12.73,12.87,114907558.0,1474124199.0,69.939165,12.828783629706933,0.5921376928775511,249754167208.25998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-15,13.05,13.18,12.94,13.05,97936372.0,1278262225.0,69.939165,13.051966280719485,0.5046823583604274,253247232483.90002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-16,12.89,13.03,12.8,12.82,91679249.0,1182054434.0,69.939165,12.893369512658202,0.47243836639193515,248783871298.36002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-17,12.99,13.04,12.65,12.75,155681414.0,2000832408.0,69.939165,12.852095549440474,0.8022521313165049,247425457024.5,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-20,12.76,12.85,12.55,12.57,118881633.0,1505893659.0,69.939165,12.667168350555885,0.6126167600753969,243932391748.86002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-21,12.65,12.78,12.5,12.7,84074317.0,1060914056.0000001,69.939165,12.618765086132072,0.43324889124034716,246455161114.59998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-22,12.75,12.88,12.71,12.79,87669077.0,1121080753.0,69.939165,12.787641793012147,0.4517732853698308,248201693752.41998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-23,12.7,12.9,12.63,12.9,80430604.0,1029380497.0,69.939165,12.798368354911272,0.4144722341876584,250336344754.2,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-24,12.85,12.86,12.76,12.82,62151875.0,796319542.0,69.939165,12.812478175437185,0.3202789138597302,248783871298.36002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-27,12.8,12.81,12.46,12.6,100842214.0,1266945056.0,69.939165,12.563637843175478,0.5196566438443004,244514569294.8,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-28,12.66,12.73,12.55,12.64,67386843.0,851797869.0,69.939165,12.64041808576787,0.3472555716859091,245290806022.72,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-29,12.73,12.74,12.5,12.53,59606432.99999999,750687551.0,69.939165,12.594069351541302,0.3071618293139632,243156155020.94,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-30,12.55,12.71,12.41,12.68,82454624.0,1035422932.0,69.939165,12.557487764421799,0.4249023447391159,246067042750.63998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-03-31,12.69,12.77,12.51,12.53,86549166.0,1092263437.0,69.939165,12.620149765510162,0.4460021983559706,243156155020.94,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-03,12.55,12.69,12.46,12.67,74042886.0,934285179.0,69.939165,12.618162655086135,0.3815552645373904,245872983568.66,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-04,12.64,12.72,12.59,12.65,64745722.0,817726527.0,69.939165,12.62981555754371,0.3336454373938685,245484865204.7,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-06,12.6,12.61,12.5,12.58,56332130.00000001,706480660.0,69.939165,12.541344699729974,0.2902888032228332,244126450930.84,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-07,12.57,12.69,12.5,12.62,60792526.0,767354797.0,69.939165,12.62251871225091,0.3132739631438216,244902687658.75998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-10,12.64,12.7,12.58,12.68,64018181.00000001,809943148.0,69.939165,12.651767597083083,0.32989629802730197,246067042750.63998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-11,12.7,12.72,12.52,12.54,77777962.0,978302908.0,69.939165,12.578150453466497,0.40080273027295427,243350214202.91998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-12,12.58,12.59,12.45,12.48,90995706.0,1136997696.0,69.939165,12.495069778347563,0.4689159560122576,242185859111.04,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-13,12.41,12.67,12.3,12.56,113159146.0,1413919037.0,69.939165,12.494960301308742,0.5831278360335007,243738332566.88,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-14,12.6,12.9,12.58,12.69,129799484.00000001,1653539531.0,69.939165,12.739184163474793,0.6688782559669106,246261101932.62,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-17,12.66,12.94,12.6,12.93,130421259.00000001,1669357649.0,69.939165,12.799735731733733,0.6720823656042326,250918522300.13998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-18,12.93,13.2,12.89,13.0,153893615.0,2009934875.0,69.939165,13.060547541234898,0.7930393067328617,252276936574.0,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-19,13.02,13.07,12.83,12.85,101437815.0,1309536002.0,69.939165,12.909741815712415,0.5227258745211507,249366048844.3,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-20,12.9,12.9,12.62,12.75,81178841.0,1033330704.0,69.939165,12.729064510787977,0.4183280234726906,247425457024.5,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-21,12.7,12.83,12.48,12.5,91866839.0,1160509766.0,69.939165,12.632520925205666,0.4734050487559177,242573977475.0,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-24,12.48,12.5,12.03,12.1,146767192.0,1798133967.0,69.939165,12.251607068969474,0.7563156677735383,234811610195.8,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-25,12.14,12.37,12.12,12.28,130190082.0,1595320170.0,69.939165,12.25377652039577,0.6708910722044864,238304675471.44,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-26,12.25,12.25,11.99,12.12,99126040.0,1197555724.0,69.939165,12.081141584996233,0.51081291475786,235199728559.75998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-27,12.06,12.35,12.0,12.26,100409337.0,1222755932.0,69.939165,12.177711441317454,0.5174259569117685,237916557107.48,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-04-28,12.26,12.78,12.22,12.55,144525434.0,1816868033.0,69.939165,12.571268479982562,0.7447635172169161,243544273384.90002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-04,12.4,12.83,12.19,12.73,147826438.0,1863146144.0,69.939165,12.603605750143286,0.7617741379868708,247037338660.54,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-05,12.78,13.11,12.75,12.91,176218865.0,2283981032.0,69.939165,12.961047229534705,0.9080850205049232,250530403936.18,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-08,12.94,13.49,12.84,13.32,263071861.0,3478891629.0,69.939165,13.224111525177525,1.3556529052122388,258486830397.36002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-09,13.4,13.6,13.13,13.16,242253445.00000003,3238716471.0,69.939165,13.36912451750686,1.248372156807464,255381883485.68,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-10,13.17,13.26,12.8,12.84,123705338.99999999,1600189994.0,69.939165,12.93549661587363,0.6374741166468384,249171989662.32,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-11,12.95,13.12,12.8,12.85,90375844.0,1166479365.0,69.939165,12.906981704093408,0.46572170438102495,249366048844.3,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-12,12.82,12.87,12.61,12.62,88560368.0,1124579091.0,69.939165,12.698446454061708,0.4563662556287804,244902687658.75998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-15,12.68,12.85,12.45,12.83,92832563.0,1173804243.0,69.939165,12.644315798972393,0.47838158460151003,248977930480.34,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-16,12.8,12.92,12.57,12.62,99830169.0,1267712090.0,69.939165,12.69868720747132,0.5144414082077702,244902687658.75998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-17,12.58,12.64,12.44,12.49,75462120.0,945315193.0,69.939165,12.52701611086463,0.38886881258453787,242379918293.02,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-18,12.57,12.64,12.43,12.49,68718687.0,861347534.0,69.939165,12.534400344407047,0.3541187845777261,242379918293.02,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-19,12.43,12.44,12.32,12.34,68841368.0,851165594.0,69.939165,12.364158626249264,0.35475098010571665,239469030563.32,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-22,12.31,12.45,12.31,12.38,54932785.0,679754868.0,69.939165,12.374301940089147,0.28307774648938716,240245267291.24002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-23,12.38,12.41,12.21,12.21,69436436.0,852871175.0,69.939165,12.282761387695647,0.3578174641452196,236946261197.58002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-24,12.2,12.21,12.01,12.01,82425088.0,996600578.0,69.939165,12.090985914385678,0.42475014083537593,233065077557.98,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-25,11.99,12.0,11.81,11.93,88274430.0,1050002541.9999999,69.939165,11.894753010583019,0.45489276971912407,231512604102.13998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-26,11.93,12.13,11.84,12.1,51142864.0,613772897.0,69.939165,12.001144421634267,0.26354765537798974,234811610195.8,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-29,12.11,12.13,11.95,11.98,56607381.99999999,680275578.0,69.939165,12.017435782492116,0.29170722240323144,232482900012.04,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-30,11.98,11.99,11.8,11.87,76399692.0,906316374.0,69.939165,11.86282758836253,0.3937002765077951,230348249010.25998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-05-31,11.82,11.84,11.58,11.6,117958671.0,1376758357.0,69.939165,11.671531607879848,0.6078605839038204,225108651096.8,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-01,11.6,11.68,11.5,11.59,74302293.0,861646489.0,69.939165,11.596499303191088,0.3828920318064006,224914591914.82,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-02,11.68,11.97,11.64,11.93,122184253.0,1446502669.0,69.939165,11.838699615407887,0.6296357083612116,231512604102.13998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-05,11.88,12.0,11.82,11.91,52184619.0,620531416.0,69.939165,11.891078787027265,0.26891599156910134,231124485738.18,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-06,11.91,12.09,11.82,11.84,83327347.0,997039312.0,69.939165,11.965331285538229,0.4293996310163265,229766071464.32,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-07,11.89,12.07,11.88,11.94,64369784.0,770386878.0,69.939165,11.968144525698579,0.3317081665662611,231706663284.12,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-08,11.96,12.2,11.86,12.12,86939712.0,1048266236.0,69.939165,12.05739255266914,0.44801474662892715,235199728559.75998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-09,12.06,12.09,11.85,11.88,131528476.0,1566929274.0,69.939165,11.913232188594659,0.6777880383319986,230542308192.24002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-12,11.82,11.9,11.76,11.79,75874703.0,896015709.0,69.939165,11.809149473705354,0.3909949211712376,228795775554.41998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-13,11.76,11.84,11.69,11.77,84998805.0,1000183567.0,69.939165,11.767030924728884,0.4380129311428658,228407657190.46,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-14,11.55,11.73,11.46,11.47,106920004.0,1237376776.0,71.643514,11.572921153276425,0.5509765031384493,222585881731.06,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-15,11.49,11.63,11.39,11.61,92530056.0,1064567230.9999999,71.643514,11.505096581806887,0.47682271588845887,225302710278.78,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-16,11.61,11.67,11.57,11.63,84203365.0,978869317.0,71.643514,11.625061741891194,0.4339138969746998,225690828642.74002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-19,11.63,11.63,11.41,11.45,95399707.0,1096351097.0,71.643514,11.4921851594366,0.49161050315049226,222197763367.09998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-20,11.44,11.46,11.35,11.36,54455079.0,620374308.0,71.643514,11.392404884767497,0.2806160482892238,220451230729.28,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-21,11.36,11.48,11.34,11.35,61658296.0,703681564.0,71.643514,11.41260154189146,0.3177354194595376,220257171547.3,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-26,11.3,11.3,11.15,11.18,67657743.0,757975992.0,71.643514,11.203093073914689,0.3486515642889416,216958165453.63998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-27,11.2,11.32,11.17,11.28,46170178.0,519520687.0,71.643514,11.252299850349289,0.23792258017236664,218898757273.44,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-28,11.28,11.33,11.22,11.3,36539644.0,412039354.0,71.643514,11.276501599194562,0.18829484216109663,219286875637.40002,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-29,11.29,11.29,11.17,11.18,48590630.0,544534826.0,71.643514,11.20658089841601,0.2503955705304148,216958165453.63998,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-06-30,11.18,11.31,11.15,11.23,51905258.0,583494655.0,71.643514,11.241532697901242,0.2674763980306157,217928461363.54,0.0,0.0,0.0,0.0,0.0,000001.SZ
2023-07-03,11.24,11.53,11.23,11.49,88509071.0,1009887429.0,71.643514,11.409987898302537,0.4561019136850456,222974000095.02,0.0,0.0,0.0,0.0,0.0,000001.SZ
